client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
HSBC Holdings,2015,3235000,HSBC North America,Williams & Jensen,200000, Joel Oswald ,1,0,1,13,1
HSBC Holdings,2015,3235000,HSBC Holdings,Smith-Free Group,120000, Andrew H Barbour ,1,0,1,13,1
HSBC Holdings,2015,3235000,HSBC Holdings,Smith-Free Group,120000, Jon S Deuser ,1,0,1,13,1
HSBC Holdings,2015,3235000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Brian Diffell ,1,0,1,13,1
HSBC Holdings,2015,3235000,HSBC North America,HSBC North America,2995000, Thomas J Rosenkoetter ,1,0,1,13,1
HSBC Holdings,2015,3235000,HSBC North America,Williams & Jensen,200000, Andrew Jones ,1,0,1,13,1
HSBC Holdings,2016,3265000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Brian Diffell ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,Williams & Jensen,200000, Joel Oswald ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,HSBC North America,3025000, Thomas J Rosenkoetter ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC Holdings,Smith-Free Group,120000, Andrew H Barbour ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,Williams & Jensen,200000, Jack Steven Hart ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,HSBC North America,3025000, Monique Frazier ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC Holdings,Smith-Free Group,120000, Jon S Deuser ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,Williams & Jensen,200000, Andrew Jones ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Gregory Nickerson ,1,0,1,14,1
HSBC Holdings,2016,3265000,HSBC North America,HSBC North America,3025000, Janet G St Amand ,0,0,1,14,1
HSBC Holdings,2016,3265000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Jan Fowler ,1,0,1,14,1
HSBC Holdings,2017,4040000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Jan Fowler ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,HSBC North America,3800000, Monique Frazier ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,HSBC North America,3800000, Janet G St Amand ,0,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Mercury,10000, Al Simpson ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC Holdings,Smith-Free Group,120000, Andrew H Barbour ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Brian Diffell ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC Holdings,Smith-Free Group,120000, Trevor Kolego ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC Holdings,Washington Tax & Public Policy Group,120000, Gregory Nickerson ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC Holdings,Smith-Free Group,120000, Jon S Deuser ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, Jack Steven Hart ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, Joel Oswald ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, Andrew Jones ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, George D Baker ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, Eric Stewart ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,HSBC North America,3800000, John Van Etten ,1,0,1,15,0
HSBC Holdings,2017,4040000,HSBC North America,Williams & Jensen,200000, Jennifer Wanandi ,0,0,1,15,0
HSBC Holdings,2018,1590000,HSBC Holdings,Washington Tax & Public Policy Group,30000, Gregory Nickerson ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Janet G St Amand ,0,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, George D Baker ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Smith-Free Group,120000, Jon S Deuser ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Susan Hirschmann ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Andrew Jones ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Christopher Rosello ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Smith-Free Group,120000, Andrew H Barbour ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Christopher Hatcher ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Monique Frazier ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Daly Consulting Group,100000, Erik Johnson ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Smith-Free Group,120000, Trevor Kolego ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Joel Oswald ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, David E Franasiak ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Matt Kellogg ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Washington Tax & Public Policy Group,30000, Brian Diffell ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Melinda Maxfield ,0,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Washington Tax & Public Policy Group,30000, Jan Fowler ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Daly Consulting Group,100000, Justin Daly ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Michael Geffroy ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC Holdings,Smith-Free Group,120000, Summer Mersinger ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Jennifer Wanandi ,0,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Jack Steven Hart ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Nicholas Karellas ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,HSBC North America,1440000, Courtney Futryk ,1,0,1,16,1
HSBC Holdings,2018,1590000,HSBC North America,Williams & Jensen,180000, Eric Stewart ,1,0,1,16,1
HSBC Holdings,2019,2040000,HSBC North America,HSBC North America,1920000, Monique Frazier ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, Ian S D Mair ,0,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,Daly Consulting Group,200000, Justin Daly ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, Trevor Kolego ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,HSBC North America,1920000, Christopher Rosello ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, Summer Mersinger ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,HSBC North America,1920000, Michael Geffroy ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,Daly Consulting Group,200000, Erik Johnson ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, Andrew H Barbour ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, James C Free ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC Holdings,Smith-Free Group,120000, Jon S Deuser ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,HSBC North America,1920000, Matt Kellogg ,1,0,1,17,1
HSBC Holdings,2019,2040000,HSBC North America,HSBC North America,1920000, Courtney Futryk ,1,0,1,17,1
Halkbank,2018,1470000,Halkbank,Ballard Partners,910000, Brian D Ballard ,1,0,1,0,0
Halkbank,2018,1470000,Halkbank,Ballard Partners,910000, Robert Wexler ,1,1,1,0,0
Halkbank,2018,1470000,Halkbank,Ballard Partners,910000, James Rubin ,1,0,1,0,0
Halkbank,2018,1470000,Halkbank,McGinn & Co,560000, Charles Clements ,0,0,1,0,0
Halkbank,2018,1470000,Halkbank,McGinn & Co,560000, Daniel G Mcginn ,0,0,1,0,0
Halkbank,2018,1470000,Halkbank,McGinn & Co,560000, Elizabeth Wise ,0,0,1,0,0
Halkbank,2018,1470000,Halkbank,Ballard Partners,910000, Sylvester Lukis ,1,0,1,0,0
Halkbank,2019,170000,Halkbank,McGinn & Co,170000, Daniel G Mcginn ,0,0,1,1,0
Halkbank,2019,170000,Halkbank,McGinn & Co,170000, Elizabeth Wise ,0,0,1,1,0
Halkbank,2019,170000,Halkbank,McGinn & Co,170000, Charles Clements ,0,0,1,1,0
Hilltop Holdings,2011,100000,PlainsCapital Corp,PlainsCapital Corp,100000, John Dorff ,1,0,1,0,0
Hilltop Holdings,2012,90000,PlainsCapital Corp,PlainsCapital Corp,70000, John Dorff ,1,0,1,1,0
Hilltop Holdings,2013,50000,PlainsCapital Corp,PlainsCapital Corp,30000, John Dorff ,1,0,1,2,0
Hilltop Holdings,2017,235000,Hilltop Holdings,Pace LLP,235000, Scott H Lane ,1,0,1,6,0
Hilltop Holdings,2017,235000,Hilltop Holdings,Pace LLP,235000, James W Wise ,0,0,1,6,0
Hilltop Holdings,2018,320000,Hilltop Holdings,Pace LLP,320000, James W Wise ,0,0,1,7,0
Hilltop Holdings,2018,320000,Hilltop Holdings,Pace LLP,320000, Scott H Lane ,1,0,1,7,0
Hilltop Holdings,2018,320000,Hilltop Holdings,Pace LLP,320000, Lauren Wilson ,0,0,1,7,0
Hilltop Holdings,2019,320000,Hilltop Holdings,Pace LLP,320000, James W Wise ,0,0,1,8,0
Hilltop Holdings,2019,320000,Hilltop Holdings,Pace LLP,320000, Scott H Lane ,1,0,1,8,0
Hilltop Holdings,2019,320000,Hilltop Holdings,Pace LLP,320000, Ross Arnett ,0,0,1,8,0
HomeStreet Bank,2008,0,HomeStreet Bank,K&L Gates,0, Bruce Heiman ,1,0,1,8,0
HomeStreet Bank,2008,0,HomeStreet Bank,K&L Gates,0, Daniel FC Crowley ,1,0,1,8,0
HomeStreet Bank,2009,0,HomeStreet Bank,K&L Gates,0, Karishma Page ,1,0,1,9,0
HomeStreet Bank,2009,0,HomeStreet Bank,K&L Gates,0, Daniel FC Crowley ,1,0,1,9,0
HomeStreet Bank,2009,0,HomeStreet Bank,K&L Gates,0, Laurence Platt ,0,0,1,9,0
HomeStreet Bank,2009,0,HomeStreet Bank,K&L Gates,0, Bruce Heiman ,1,0,1,9,0
Huntington Bancshares,2008,232971,Huntington Bancshares,Huntington Bancshares,232971, Matthew Kallner ,0,0,1,6,0
Huntington Bancshares,2008,232971,Huntington Bancshares,Huntington Bancshares,232971, Barbara Benham ,0,0,1,6,0
Huntington Bancshares,2009,259235,Huntington Bancshares,Huntington Bancshares,259235, Matthew Kallner ,0,0,1,7,0
Huntington Bancshares,2009,259235,Huntington Bancshares,Huntington Bancshares,259235, Michael J Beer ,1,0,1,7,0
Huntington Bancshares,2009,259235,Huntington Bancshares,Huntington Bancshares,259235, Christopher Hatcher ,1,0,1,7,0
Huntington Bancshares,2009,259235,Huntington Bancshares,Huntington Bancshares,259235, Jenny B DiJames ,1,0,1,7,0
Huntington Bancshares,2009,259235,Huntington Bancshares,Huntington Bancshares,259235, Barbara Benham ,0,0,1,7,0
Huntington Bancshares,2010,245000,Huntington Bancshares,Huntington Bancshares,245000, Matthew Kallner ,0,0,1,8,1
Huntington Bancshares,2010,245000,Huntington Bancshares,Huntington Bancshares,245000, Barbara Benham ,0,0,1,8,1
Huntington Bancshares,2010,245000,Huntington Bancshares,Huntington Bancshares,245000, Christopher Hatcher ,1,0,1,8,1
Huntington Bancshares,2010,245000,Huntington Bancshares,Huntington Bancshares,245000, Michael J Beer ,1,0,1,8,1
Huntington Bancshares,2010,245000,Huntington Bancshares,Huntington Bancshares,245000, Jenny B DiJames ,1,0,1,8,1
Huntington Bancshares,2011,285970,Huntington Bancshares,Huntington Bancshares,285970, Matthew Kallner ,0,0,1,9,0
Huntington Bancshares,2011,285970,Huntington Bancshares,Huntington Bancshares,285970, Barbara Benham ,0,0,1,9,0
Huntington Bancshares,2012,262000,Huntington Bancshares,Huntington Bancshares,262000, Matthew Kallner ,0,0,1,10,0
Huntington Bancshares,2012,262000,Huntington Bancshares,Huntington Bancshares,262000, Barbara Benham ,0,0,1,10,0
Huntington Bancshares,2013,353800,Huntington Bancshares,Huntington Bancshares,353800, Jenny B DiJames ,1,0,1,11,0
Huntington Bancshares,2013,353800,Huntington Bancshares,Huntington Bancshares,353800, Matthew Kallner ,0,0,1,11,0
Huntington Bancshares,2013,353800,Huntington Bancshares,Huntington Bancshares,353800, Barbara Benham ,0,0,1,11,0
Huntington Bancshares,2013,353800,Huntington Bancshares,Huntington Bancshares,353800, Michael J Beer ,1,0,1,11,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Patrick Pettey ,1,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Huntington Bancshares,462257, Barbara Benham ,0,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Huntington Bancshares,462257, Matthew Kallner ,0,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Leo C Jardot ,0,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Michael J Beer ,1,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Jenny B DiJames ,1,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Bertram Carp ,1,0,1,12,0
Huntington Bancshares,2014,462257,Huntington Bancshares,Alignment Government Strategies,60000, Rebecca Anderson ,1,0,1,12,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Huntington Bancshares,500721, Barbara Benham ,0,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Michael J Beer ,1,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Bertram Carp ,1,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Patrick Pettey ,1,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Leo C Jardot ,0,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Jenny B DiJames ,1,0,1,13,0
Huntington Bancshares,2015,500721,Huntington Bancshares,Alignment Government Strategies,80000, Rebecca Anderson ,1,0,1,13,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Patrick Pettey ,1,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Rebecca Anderson ,1,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Michael J Beer ,1,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Bertram Carp ,1,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Jenny B DiJames ,1,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Alignment Government Strategies,80000, Leo C Jardot ,0,0,1,14,0
Huntington Bancshares,2016,480000,Huntington Bancshares,Huntington Bancshares,480000, Barbara Benham ,0,0,1,14,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Rebecca Anderson ,1,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Leo C Jardot ,0,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Jenny B DiJames ,1,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Bertram Carp ,1,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Huntington Bancshares,410000, Barbara Benham ,0,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Patrick Pettey ,1,0,1,15,0
Huntington Bancshares,2017,410000,Huntington Bancshares,Alignment Government Strategies,80000, Michael J Beer ,1,0,1,15,0
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Bertram Carp ,1,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Rebecca Anderson ,1,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, David Rudd ,1,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Huntington Bancshares,451000, Barbara Benham ,0,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Jenny B DiJames ,1,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Michael J Beer ,1,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Leo C Jardot ,0,0,1,16,1
Huntington Bancshares,2018,451000,Huntington Bancshares,Alignment Government Strategies,80000, Patrick Pettey ,1,0,1,16,1
Huntington Bancshares,2019,380000,Huntington Bancshares,Huntington Bancshares,380000, Barbara Benham ,0,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Leo C Jardot ,0,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, David Rudd ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Rebecca Anderson ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Jenny B DiJames ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Patrick Pettey ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Michael J Beer ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Tracy D Taylor ,1,0,1,17,0
Huntington Bancshares,2019,380000,Huntington Bancshares,Alignment Government Strategies,80000, Bertram Carp ,1,0,1,17,0
IBL Bank SAL,2015,30000,IBL Bank SAL,Squire Patton Boggs,30000, Erin McGrain ,0,0,1,0,0
IBL Bank SAL,2015,30000,IBL Bank SAL,Squire Patton Boggs,30000, Gassan Baloul ,0,0,1,0,0
IBL Bank SAL,2015,30000,IBL Bank SAL,Squire Patton Boggs,30000, Bret K Boyles ,1,0,1,0,0
IBL Bank SAL,2016,20000,IBL Bank SAL,Squire Patton Boggs,20000, Bret K Boyles ,1,0,1,1,0
IBL Bank SAL,2016,20000,IBL Bank SAL,Squire Patton Boggs,20000, Erin McGrain ,0,0,1,1,0
IBL Bank SAL,2016,20000,IBL Bank SAL,Squire Patton Boggs,20000, Gassan Baloul ,0,0,1,1,0
IBL Bank SAL,2019,0,IBL Bank SAL,Squire Patton Boggs,0, Kathryn Strohmaier ,1,0,1,4,0
IberiaBank Corp,2010,20000,IberiaBank Corp,Jones Walker et al,20000, Rolf Christian Johnsen ,0,0,1,0,0
IberiaBank Corp,2010,20000,IberiaBank Corp,Jones Walker et al,20000, Arnold I Havens ,1,0,1,0,0
IberiaBank Corp,2011,0,IberiaBank Corp,Jones Walker et al,0, Arnold I Havens ,1,0,1,1,0
IberiaBank Corp,2011,0,IberiaBank Corp,Jones Walker et al,0, Rolf Christian Johnsen ,0,0,1,1,0
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Lauch Faircloth ,1,1,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Anne M Grochala ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, William Ike Jones ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Bankers Assn of Texas,Pace LLP,40000, Gordon Kenny ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Viveca Y Ware ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Jeffrey McMillen ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Bankers Assn of Texas,Pace LLP,40000, Vergil Cabasco ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Renee L Rappaport ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, J David Carlin ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Barney J Jr Skladany ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Aaron Stetter ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Camden Fine ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Danna R Jackson ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Mike J Solon ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Janine Smith ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Stephen J Verdier ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Paul G Merski ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Joel Jankowsky ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, Vic Fazio ,1,1,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Bankers Assn of Texas,Pace LLP,40000, Amanda Marjorie Waters ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Timothy R Rupli & Assoc,445000, Timothy R Rupli ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Mark K Scanlan ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Karen M Thomas ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Jason Kratovil ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Sheffield Brothers,220000, Joi E Sheffield ,1,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Independent Community Bankers of America,4210000, Ronald K Ence ,0,0,1,9,1
Independent Community Bankers of America,2008,4250000,Independent Community Bankers of America,Akin Gump et al,160000, James R Jr Tucker ,1,0,1,9,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Aaron Stetter ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Karen M Thomas ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Bankers Assn of Texas,Pace LLP,40000, Bryan Vickers ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Bankers Assn of Texas,Pace LLP,40000, Gordon Kenny ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Elizabeth Eurgubian ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Bankers Assn of Texas,Pace LLP,40000, James W Wise ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Jason Kratovil ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Anne M Grochala ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Paul G Merski ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Viveca Y Ware ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Bankers Assn of Texas,Pace LLP,40000, Amanda Marjorie Waters ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Timothy R Rupli & Assoc,430000, Timothy R Rupli ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Renee L Rappaport ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Mark K Scanlan ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Camden Fine ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Sheffield Brothers,200000, Joi E Sheffield ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Stephen J Verdier ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Chris Cole ,0,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, William Ike Jones ,1,0,1,10,1
Independent Community Bankers of America,2009,4790000,Independent Community Bankers of America,Independent Community Bankers of America,4750000, Ronald K Ence ,0,0,1,10,1
Independent Community Bankers of America,2010,4590000,Community Bankers Assn of Illinois,Community Bankers Assn of Illinois,200000, David Schroeder ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Chris Cole ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Brian Cooney ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Elizabeth Eurgubian ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, David Lynch ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Camden Fine ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Renee L Rappaport ,1,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Bankers Assn of Texas,Pace LLP,40000, Lauren Wilson ,0,0,1,11,1
Independent Community Bankers of America,2010,4590000,Independent Community Bankers of America,Independent Community Bankers of America,4550000, Ronald K Ence ,0,0,1,11,1
